transaction_id,user_id,amount,timestamp,device_id,ip_address,ip_country,ip_city,ip_region,ip_latitude,ip_longitude,is_fraud
txn_2,user_243,54.19,2026-04-25 04:54:05.833039 UTC,device_1085,20.96.112.173,CA,Montreal,Region_CA_1,-88.0285,46.934,0
txn_820,user_243,57.17,2026-04-29 06:49:06.200860 UTC,device_456,176.151.104.10,CA,Montreal,Region_CA_1,-38.514,97.6934,0
txn_3670,user_243,12.58,2026-04-17 17:43:07.598490 UTC,device_839,123.100.206.14,CA,Vancouver,Region_CA_1,44.1976,19.4453,0
txn_8674,user_243,51.44,2026-04-18 06:07:09.302551 UTC,device_144,191.2.83.20,CA,Vancouver,Region_CA_1,22.0639,-125.5206,0
txn_591,user_244,84.06,2026-04-27 02:00:06.092555 UTC,device_2596,224.132.7.218,CA,Toronto,Region_CA_1,82.9072,-77.3217,0
txn_6128,user_244,12.45,2026-04-06 09:58:08.456906 UTC,device_129,100.242.79.170,CA,Montreal,Region_CA_1,2.5397,32.5357,0
txn_7842,user_244,43.52,2026-04-11 03:51:09.026001 UTC,device_951,116.120.49.31,CA,Montreal,Region_CA_1,16.2007,51.9502,0
txn_1078,user_247,72.02,2026-04-12 05:06:06.310586 UTC,device_315,211.96.220.95,CA,Vancouver,Region_CA_1,5.0263,-67.6724,0
txn_1318,user_247,156.2,2026-04-29 11:15:06.445037 UTC,device_1304,81.162.242.18,CA,Montreal,Region_CA_1,26.8907,-172.1912,0
txn_6501,user_247,48.71,2026-04-06 19:43:08.577537 UTC,device_2785,28.229.68.6,CA,Toronto,Region_CA_1,79.8563,107.2961,0
txn_8153,user_247,11.41,2026-04-20 23:13:09.143484 UTC,device_2582,192.85.115.174,CA,Vancouver,Region_CA_1,7.6502,-4.876,1
txn_9006,user_247,22.66,2026-04-30 11:04:09.416541 UTC,device_2387,26.63.93.254,CA,Toronto,Region_CA_1,50.8058,30.8793,0
txn_1328,user_253,62.44,2026-03-31 08:09:06.449233 UTC,device_2228,176.95.202.3,CA,Toronto,Region_CA_1,17.1271,-45.7645,0
txn_6201,user_253,74.08,2026-04-29 12:06:08.479926 UTC,device_577,241.170.13.132,CA,Montreal,Region_CA_1,4.95,115.0621,0
txn_964,user_254,66.3,2026-04-17 10:53:06.262209 UTC,device_502,109.114.143.128,CA,Montreal,Region_CA_1,-40.4036,-7.7737,1
txn_8839,user_254,18.91,2026-04-04 17:11:09.354156 UTC,device_263,21.11.116.170,CA,Vancouver,Region_CA_1,-45.9338,159.544,0
txn_1344,user_255,28.93,2026-04-19 03:16:06.455979 UTC,device_2032,69.164.236.251,CA,Toronto,Region_CA_1,-27.9412,49.1283,0
txn_4033,user_255,33.3,2026-04-02 17:42:07.752143 UTC,device_2103,153.19.17.64,CA,Toronto,Region_CA_1,14.3668,-82.7664,0
txn_4670,user_255,15.46,2026-04-04 13:38:07.970979 UTC,device_1160,127.246.194.175,CA,Montreal,Region_CA_1,57.9381,-103.8408,0
txn_9583,user_255,14.14,2026-04-03 13:27:09.598649 UTC,device_2246,23.195.191.173,CA,Toronto,Region_CA_1,-79.5326,-119.3369,0
txn_584,user_257,35.59,2026-04-30 10:09:06.089561 UTC,device_1584,217.185.31.189,CA,Toronto,Region_CA_1,-14.5057,-57.576,0
txn_1837,user_257,90.18,2026-03-31 07:47:06.669688 UTC,device_2851,19.203.211.151,CA,Toronto,Region_CA_1,87.8676,-104.3716,0
txn_2888,user_257,55.39,2026-04-11 12:56:07.199592 UTC,device_822,226.118.129.209,CA,Montreal,Region_CA_1,87.5223,122.4329,0
txn_3381,user_257,187.94,2026-04-24 22:32:07.454593 UTC,device_126,211.124.202.132,CA,Vancouver,Region_CA_1,82.3412,22.2153,0
txn_1381,user_258,12.21,2026-04-25 15:26:06.471798 UTC,device_2811,124.161.227.254,CA,Vancouver,Region_CA_1,26.8256,154.0675,1
txn_7216,user_258,18.47,2026-04-27 00:16:08.806864 UTC,device_2525,76.157.163.50,CA,Montreal,Region_CA_1,-23.6477,-105.8314,0
txn_9075,user_258,2.22,2026-04-15 03:53:09.437780 UTC,device_1794,167.113.26.161,CA,Vancouver,Region_CA_1,30.5864,81.3534,0
txn_9115,user_258,71.54,2026-04-19 17:22:09.450227 UTC,device_2500,239.165.23.150,CA,Toronto,Region_CA_1,57.5603,128.444,0
txn_1726,user_265,22.16,2026-04-22 11:08:06.622661 UTC,device_1013,46.10.228.227,CA,Toronto,Region_CA_1,-50.5967,39.1483,0
txn_6403,user_265,83.01,2026-04-14 23:32:08.543853 UTC,device_915,83.122.122.96,CA,Montreal,Region_CA_1,36.8499,-114.5958,0
txn_541,user_276,173.02,2026-04-08 22:26:06.070946 UTC,device_363,185.143.132.101,CA,Toronto,Region_CA_1,81.9637,133.1556,0
txn_874,user_276,29.33,2026-04-10 17:29:06.224019 UTC,device_1617,84.6.20.100,CA,Vancouver,Region_CA_1,75.4108,147.4009,0
txn_2369,user_276,26.79,2026-04-04 21:10:06.946115 UTC,device_2027,94.235.198.51,CA,Vancouver,Region_CA_1,38.0576,4.1459,0
txn_5527,user_276,24.59,2026-04-06 00:04:08.267993 UTC,device_2071,15.53.201.216,CA,Vancouver,Region_CA_1,-49.5908,109.8997,0
txn_5942,user_276,54.23,2026-04-18 20:57:08.399820 UTC,device_2768,179.154.90.120,CA,Vancouver,Region_CA_1,-13.8787,-52.3446,0
txn_7430,user_276,98.39,2026-03-31 23:09:08.874902 UTC,device_515,14.21.194.13,CA,Toronto,Region_CA_1,-61.951,-60.6169,0
txn_7565,user_276,32.96,2026-04-14 21:28:08.927610 UTC,device_863,217.17.151.18,CA,Vancouver,Region_CA_1,84.9728,58.9916,0
txn_150,user_283,0.1,2026-04-14 07:29:05.899537 UTC,device_490,4.223.194.253,CA,Toronto,Region_CA_1,36.349,-38.1201,0
txn_1716,user_283,34.2,2026-04-23 02:25:06.618509 UTC,device_993,42.212.179.67,CA,Vancouver,Region_CA_1,2.8921,-89.2562,0
txn_2285,user_283,5.7,2026-04-09 03:19:06.906274 UTC,device_618,242.8.55.95,CA,Vancouver,Region_CA_1,68.1872,-15.563,0
txn_2941,user_283,45.85,2026-04-17 03:52:07.228079 UTC,device_1436,180.39.54.143,CA,Vancouver,Region_CA_1,69.3365,-24.5133,0
txn_4450,user_283,4.55,2026-04-07 18:56:07.903953 UTC,device_1788,99.152.19.207,CA,Vancouver,Region_CA_1,20.4952,-146.7297,0
txn_3149,user_284,65.24,2026-04-19 07:11:07.332623 UTC,device_760,149.75.161.77,CA,Toronto,Region_CA_1,84.3324,-148.3811,0
txn_4930,user_284,32.32,2026-04-09 09:47:08.062867 UTC,device_2378,54.186.234.142,CA,Montreal,Region_CA_1,71.094,11.4853,0
txn_6537,user_284,102.42,2026-04-17 04:43:08.589691 UTC,device_2875,231.172.249.79,CA,Montreal,Region_CA_1,-25.3069,-36.201,0
txn_9268,user_284,118.72,2026-04-15 07:34:09.496696 UTC,device_1280,134.143.251.39,CA,Toronto,Region_CA_1,-27.3888,80.044,0
txn_9770,user_284,63.97,2026-04-27 02:36:09.657271 UTC,device_2821,23.123.76.167,CA,Montreal,Region_CA_1,9.8908,-72.2298,0
txn_6786,user_285,77.02,2026-04-21 09:16:08.667539 UTC,device_2883,90.189.210.72,CA,Montreal,Region_CA_1,-10.7132,104.8155,0
txn_7532,user_285,79.88,2026-04-11 21:45:08.909866 UTC,device_1347,154.60.231.170,CA,Vancouver,Region_CA_1,-25.3758,136.8182,0
txn_9444,user_285,30.77,2026-04-07 02:20:09.552428 UTC,device_963,222.115.129.234,CA,Toronto,Region_CA_1,75.5404,84.323,0
txn_9928,user_285,88.34,2026-04-13 04:57:09.713840 UTC,device_285,41.252.16.104,CA,Toronto,Region_CA_1,-67.6933,47.5234,0
txn_1646,user_29,4.34,2026-04-21 01:25:06.588730 UTC,device_497,158.207.156.140,CA,Vancouver,Region_CA_1,-65.6137,65.0099,0
txn_3391,user_29,19.73,2026-04-24 14:39:07.459912 UTC,device_2431,130.86.219.148,CA,Montreal,Region_CA_1,-79.695,-65.6649,1
txn_5659,user_29,31.1,2026-04-20 21:16:08.309155 UTC,device_2243,76.87.198.116,CA,Montreal,Region_CA_1,-33.7341,116.1047,0
txn_5914,user_29,30.99,2026-04-10 03:41:08.390338 UTC,device_777,232.15.170.128,CA,Montreal,Region_CA_1,-69.5655,159.3744,0
txn_8787,user_29,27.09,2026-04-18 20:39:09.336584 UTC,device_1659,51.136.176.31,CA,Vancouver,Region_CA_1,23.7344,-83.4989,0
txn_3976,user_295,78.14,2026-04-07 22:22:07.733214 UTC,device_1010,109.35.176.136,CA,Vancouver,Region_CA_1,-18.0385,37.7196,0
txn_6436,user_295,35.76,2026-04-23 18:24:08.555514 UTC,device_248,242.65.10.20,CA,Vancouver,Region_CA_1,61.6209,-12.6883,0
txn_8020,user_295,69,2026-04-18 06:05:09.100772 UTC,device_2573,112.124.219.72,CA,Montreal,Region_CA_1,-82.6472,-60.8966,0
txn_9767,user_295,9.75,2026-03-31 10:54:09.656355 UTC,device_1328,133.157.76.132,CA,Montreal,Region_CA_1,-32.9213,31.2243,0
txn_9962,user_295,42.02,2026-04-08 23:25:09.724369 UTC,device_914,108.16.180.57,CA,Vancouver,Region_CA_1,64.1933,-158.6827,1
txn_3983,user_297,44.48,2026-04-23 22:56:07.735385 UTC,device_18,105.146.19.79,CA,Montreal,Region_CA_1,-19.609,-162.5461,0
txn_6407,user_297,41.09,2026-04-22 06:51:08.545454 UTC,device_740,186.79.67.31,CA,Toronto,Region_CA_1,-38.0259,80.9716,0
txn_8758,user_297,46.88,2026-04-14 23:17:09.327778 UTC,device_2752,145.12.104.191,CA,Montreal,Region_CA_1,22.1137,15.6492,0
txn_8798,user_297,10.76,2026-04-08 04:39:09.339972 UTC,device_100,172.156.140.85,CA,Vancouver,Region_CA_1,-5.7453,11.7952,0
txn_1243,user_30,20.36,2026-04-12 01:31:06.413175 UTC,device_1943,123.240.50.12,CA,Vancouver,Region_CA_1,-15.38,160.8792,0
txn_4988,user_30,4.44,2026-04-21 20:48:08.080848 UTC,device_955,201.68.177.214,CA,Vancouver,Region_CA_1,72.646,-68.6161,0
txn_2736,user_308,39.63,2026-04-22 19:14:07.116974 UTC,device_1862,202.56.248.22,CA,Toronto,Region_CA_1,-75.0122,-9.2963,0
txn_3137,user_308,218.92,2026-04-15 17:27:07.326590 UTC,device_2832,226.209.62.198,CA,Vancouver,Region_CA_1,-64.4702,-105.0492,1
txn_8808,user_308,15.99,2026-04-15 07:33:09.343066 UTC,device_906,79.96.26.167,CA,Montreal,Region_CA_1,-84.6054,20.8197,0
txn_8491,user_312,96.8,2026-04-04 01:05:09.245926 UTC,device_807,221.59.48.15,CA,Toronto,Region_CA_1,-75.9111,-23.976,0
txn_1855,user_316,260.98,2026-04-10 01:13:06.677394 UTC,device_930,41.233.186.4,CA,Vancouver,Region_CA_1,-15.6096,-147.7817,0
txn_6295,user_316,50.98,2026-04-02 04:25:08.508903 UTC,device_1694,240.80.7.187,CA,Toronto,Region_CA_1,-66.7246,86.1803,0
txn_6784,user_316,33.42,2026-04-17 21:35:08.666947 UTC,device_1544,162.24.217.45,CA,Montreal,Region_CA_1,-27.2777,-108.2791,0
txn_8604,user_316,32.53,2026-04-28 15:20:09.281654 UTC,device_1192,35.125.135.253,CA,Toronto,Region_CA_1,-68.9314,161.5174,0
txn_9170,user_316,40.84,2026-04-29 18:25:09.467343 UTC,device_2506,134.121.226.104,CA,Vancouver,Region_CA_1,54.6597,24.4398,0
txn_522,user_337,2.47,2026-04-20 03:07:06.062644 UTC,device_2370,43.119.125.22,CA,Vancouver,Region_CA_1,-76.3596,-63.1256,0
txn_9732,user_337,163.31,2026-04-02 18:02:09.645417 UTC,device_1683,100.126.228.233,CA,Montreal,Region_CA_1,-56.4421,-163.4284,0
txn_3650,user_341,11.8,2026-04-14 17:34:07.588658 UTC,device_581,51.168.123.73,CA,Vancouver,Region_CA_1,-16.7111,-44.6237,0
txn_5872,user_341,27.53,2026-04-18 20:44:08.374726 UTC,device_564,118.16.131.117,CA,Toronto,Region_CA_1,33.5885,23.5592,0
txn_1977,user_357,57.09,2026-04-27 21:59:06.737029 UTC,device_636,247.231.25.117,CA,Vancouver,Region_CA_1,-55.3477,8.0374,0
txn_3540,user_357,23.98,2026-04-07 09:08:07.533786 UTC,device_367,30.91.229.224,CA,Vancouver,Region_CA_1,84.3088,117.4798,0
txn_2530,user_359,100.5,2026-04-02 15:29:07.023876 UTC,device_2012,12.175.112.100,CA,Vancouver,Region_CA_1,78.4759,-175.1546,0
txn_2649,user_36,7.22,2026-04-01 02:46:07.075820 UTC,device_2608,7.191.81.238,CA,Toronto,Region_CA_1,35.3497,-63.7359,0
txn_7229,user_36,41,2026-04-27 09:06:08.811059 UTC,device_2441,120.104.191.148,CA,Toronto,Region_CA_1,83.832,137.8725,1
txn_9166,user_36,38.34,2026-04-27 08:26:09.466083 UTC,device_107,34.121.129.172,CA,Montreal,Region_CA_1,6.7535,-100.2562,0
txn_9704,user_36,16.74,2026-04-29 01:06:09.636694 UTC,device_1495,251.18.4.26,CA,Montreal,Region_CA_1,82.9386,-101.7857,0
txn_3288,user_369,204.65,2026-04-01 18:22:07.402759 UTC,device_2968,155.212.35.168,CA,Montreal,Region_CA_1,-57.2866,-166.7545,1
txn_5027,user_369,12.09,2026-04-09 00:47:08.092804 UTC,device_748,214.129.238.121,CA,Montreal,Region_CA_1,0.7987,7.1054,0
txn_7636,user_369,64.05,2026-04-03 10:17:08.959852 UTC,device_1020,109.198.249.16,CA,Montreal,Region_CA_1,9.955,52.0427,0
txn_2372,user_371,3,2026-04-28 16:52:06.947427 UTC,device_545,148.8.145.159,CA,Toronto,Region_CA_1,13.2919,93.2628,0
txn_6701,user_371,128.58,2026-04-05 12:34:08.642051 UTC,device_1296,30.134.207.202,CA,Vancouver,Region_CA_1,41.9175,54.215,0
txn_421,user_375,2.07,2026-04-02 07:55:06.019831 UTC,device_848,27.221.144.149,CA,Montreal,Region_CA_1,29.5621,136.0662,0
txn_6910,user_375,7.21,2026-04-17 15:45:08.711480 UTC,device_589,99.89.138.52,CA,Toronto,Region_CA_1,18.7638,-61.2265,0
txn_7508,user_375,10.26,2026-04-05 10:30:08.899163 UTC,device_2867,112.195.225.42,CA,Vancouver,Region_CA_1,43.1539,55.4867,0
txn_7977,user_375,69.52,2026-04-08 11:27:09.087319 UTC,device_138,108.218.36.254,CA,Vancouver,Region_CA_1,-58.8183,-49.2005,0
txn_9960,user_375,4.43,2026-04-06 14:43:09.723755 UTC,device_1457,175.141.203.1,CA,Toronto,Region_CA_1,47.4927,-84.0311,0
txn_905,user_384,16.96,2026-04-11 21:22:06.237107 UTC,device_1875,183.85.200.227,CA,Toronto,Region_CA_1,-46.2247,-80.8116,0
txn_2538,user_384,39.64,2026-04-23 00:02:07.027992 UTC,device_1165,185.35.127.220,CA,Montreal,Region_CA_1,-86.9535,169.4015,0
txn_7031,user_403,103.8,2026-04-02 08:03:08.747865 UTC,device_1876,246.103.140.93,CA,Toronto,Region_CA_1,-41.3683,-117.8889,1
txn_420,user_405,132.79,2026-04-05 10:13:06.019404 UTC,device_2505,229.98.131.223,CA,Toronto,Region_CA_1,66.7444,-173.9851,0
txn_7012,user_405,2.47,2026-04-11 05:12:08.742023 UTC,device_282,143.169.8.100,CA,Montreal,Region_CA_1,-80.256,-61.2419,0
txn_7066,user_405,1.38,2026-04-14 03:01:08.758777 UTC,device_2877,220.68.153.129,CA,Montreal,Region_CA_1,24.1971,152.2259,0
txn_9765,user_405,43.94,2026-04-12 09:06:09.655698 UTC,device_1640,52.70.153.7,CA,Vancouver,Region_CA_1,-65.9287,67.1682,0
txn_168,user_41,2.13,2026-04-15 19:15:05.907038 UTC,device_996,9.213.51.130,CA,Montreal,Region_CA_1,-89.1169,-169.0752,0
txn_3235,user_41,16.85,2026-04-12 15:07:07.373698 UTC,device_696,184.196.101.197,CA,Montreal,Region_CA_1,26.6,-103.2245,0
txn_7370,user_41,32.14,2026-04-06 17:04:08.854969 UTC,device_2964,37.175.105.29,CA,Toronto,Region_CA_1,73.9407,-68.0885,0
txn_8004,user_41,6.21,2026-04-15 23:29:09.095947 UTC,device_1392,197.215.40.121,CA,Toronto,Region_CA_1,78.8776,-165.0787,0
txn_8975,user_41,103.65,2026-04-16 23:19:09.407039 UTC,device_1913,181.54.102.77,CA,Montreal,Region_CA_1,29.4373,-105.1756,0
txn_9865,user_41,61.16,2026-04-29 08:21:09.685765 UTC,device_2571,78.91.193.57,CA,Montreal,Region_CA_1,-85.7134,26.1333,0
txn_377,user_415,0.65,2026-04-05 18:47:06.000897 UTC,device_2040,32.125.19.15,CA,Toronto,Region_CA_1,75.8263,137.2946,0
txn_6535,user_415,25.23,2026-04-02 23:16:08.589072 UTC,device_1308,25.66.10.108,CA,Montreal,Region_CA_1,78.159,-64.9507,0
txn_6696,user_415,184.17,2026-04-25 02:18:08.640519 UTC,device_148,105.103.245.18,CA,Vancouver,Region_CA_1,70.1527,84.8676,0
txn_5849,user_419,4.89,2026-04-25 18:48:08.367512 UTC,device_1006,215.231.57.184,CA,Montreal,Region_CA_1,56.1897,137.7728,0
txn_7312,user_419,0.34,2026-04-10 17:59:08.837687 UTC,device_986,253.83.162.117,CA,Montreal,Region_CA_1,-12.6477,70.4463,0
txn_7933,user_419,9.52,2026-04-21 13:57:09.069134 UTC,device_1767,188.136.150.230,CA,Toronto,Region_CA_1,15.6855,-46.9527,0
txn_2272,user_420,48.05,2026-04-27 20:11:06.897588 UTC,device_2265,134.197.88.57,CA,Vancouver,Region_CA_1,-3.749,61.5845,0
txn_6686,user_420,41.16,2026-04-14 10:21:08.637191 UTC,device_2377,186.249.47.43,CA,Vancouver,Region_CA_1,63.9155,-59.1792,0
txn_1338,user_422,9.9,2026-04-14 18:01:06.453381 UTC,device_2708,109.200.86.60,CA,Vancouver,Region_CA_1,-89.9061,8.9407,0
txn_2766,user_422,37.73,2026-04-25 06:57:07.133867 UTC,device_1463,110.32.203.3,CA,Toronto,Region_CA_1,44.425,-177.4847,0
txn_3300,user_422,230.31,2026-04-11 19:35:07.409114 UTC,device_1890,189.8.13.218,CA,Vancouver,Region_CA_1,-0.8663,101.2173,0
txn_4557,user_422,82.02,2026-04-15 04:16:07.937041 UTC,device_1577,105.123.68.244,CA,Vancouver,Region_CA_1,80.9891,61.3174,0
txn_8155,user_422,336.98,2026-04-16 06:29:09.144112 UTC,device_684,175.253.51.121,CA,Montreal,Region_CA_1,31.4766,102.4428,1
txn_9773,user_422,23.35,2026-04-28 15:43:09.658278 UTC,device_928,5.232.165.233,CA,Toronto,Region_CA_1,-84.2413,149.6401,0
txn_571,user_423,73.68,2026-04-11 15:59:06.083969 UTC,device_2251,27.118.97.41,CA,Vancouver,Region_CA_1,-38.565,104.6357,0
txn_6440,user_423,21.52,2026-04-23 22:55:08.556828 UTC,device_1501,63.85.145.223,CA,Toronto,Region_CA_1,52.8075,12.944,0
txn_5578,user_424,20,2026-04-28 17:45:08.284447 UTC,device_266,69.234.206.17,CA,Montreal,Region_CA_1,-3.7774,-63.9288,0
txn_5971,user_424,22.57,2026-04-13 11:25:08.408901 UTC,device_2184,26.211.91.26,CA,Toronto,Region_CA_1,76.3892,-113.9638,0
txn_6370,user_424,40.76,2026-04-19 20:06:08.533177 UTC,device_1847,96.201.230.253,CA,Montreal,Region_CA_1,-87.2746,149.4519,0
txn_8447,user_424,143.56,2026-04-15 05:39:09.232565 UTC,device_2372,181.129.241.148,CA,Toronto,Region_CA_1,-79.0632,-5.5016,0
txn_113,user_428,17.09,2026-04-05 19:00:05.884081 UTC,device_2804,14.113.210.240,CA,Vancouver,Region_CA_1,-54.9286,20.2643,0
txn_1668,user_428,11.62,2026-04-24 12:02:06.598141 UTC,device_654,75.170.14.117,CA,Vancouver,Region_CA_1,-0.7582,-158.4588,0
txn_9705,user_428,44.22,2026-04-28 23:00:09.636991 UTC,device_548,217.228.224.134,CA,Toronto,Region_CA_1,83.0687,-27.5648,0
txn_821,user_432,17.27,2026-04-29 08:44:06.201261 UTC,device_1902,84.140.102.145,CA,Montreal,Region_CA_1,70.7943,71.2106,0
txn_9072,user_432,90.2,2026-04-02 22:07:09.436905 UTC,device_2820,223.70.38.160,CA,Toronto,Region_CA_1,-12.7161,-80.0552,0
txn_5734,user_441,2.33,2026-04-15 09:48:08.331679 UTC,device_1905,229.158.229.46,CA,Toronto,Region_CA_1,-9.6701,-40.3415,0
txn_7653,user_441,113.56,2026-04-15 14:58:08.965584 UTC,device_2438,16.199.151.8,CA,Toronto,Region_CA_1,0.9247,37.6534,0
txn_2860,user_443,183.34,2026-04-24 23:55:07.182869 UTC,device_1956,61.155.66.205,CA,Vancouver,Region_CA_1,-37.772,-157.5017,0
txn_8634,user_443,33.57,2026-04-10 11:37:09.290569 UTC,device_498,140.117.193.160,CA,Vancouver,Region_CA_1,36.814,-96.6238,0
txn_700,user_445,73.67,2026-04-24 02:06:06.148884 UTC,device_89,166.165.198.177,CA,Vancouver,Region_CA_1,-19.6536,-22.5119,0
txn_811,user_445,1.63,2026-04-28 07:00:06.196903 UTC,device_296,239.60.54.145,CA,Toronto,Region_CA_1,-42.0096,-173.6848,0
txn_876,user_445,58.03,2026-04-11 06:59:06.224885 UTC,device_2684,244.57.121.139,CA,Montreal,Region_CA_1,-39.3247,-113.4579,0
txn_1774,user_445,0.04,2026-04-01 19:36:06.642949 UTC,device_507,207.206.100.59,CA,Toronto,Region_CA_1,63.811,141.9951,0
txn_2349,user_445,13.53,2026-04-01 01:48:06.937620 UTC,device_603,63.59.172.79,CA,Toronto,Region_CA_1,6.0656,-88.5253,0
txn_3211,user_445,10.47,2026-04-21 10:59:07.361122 UTC,device_2112,5.163.84.11,CA,Montreal,Region_CA_1,-60.1978,175.9458,0
txn_3562,user_445,27.13,2026-04-30 06:39:07.544604 UTC,device_142,54.186.182.245,CA,Toronto,Region_CA_1,28.6709,170.4324,1
txn_5702,user_445,5.57,2026-04-22 18:07:08.321867 UTC,device_415,134.74.211.204,CA,Montreal,Region_CA_1,-32.4506,-51.2786,0
txn_8180,user_445,38.09,2026-04-06 16:20:09.151463 UTC,device_2898,7.37.186.152,CA,Toronto,Region_CA_1,-50.8709,-38.4123,0
txn_8111,user_447,34.7,2026-04-29 21:06:09.130812 UTC,device_2728,58.190.140.133,CA,Vancouver,Region_CA_1,27.9998,156.6615,0
txn_9766,user_447,7.1,2026-04-04 05:17:09.655984 UTC,device_438,70.64.81.150,CA,Vancouver,Region_CA_1,-85.83,60.9776,0
txn_4784,user_449,81.57,2026-04-15 00:33:08.008376 UTC,device_1813,124.9.127.223,CA,Montreal,Region_CA_1,-45.0108,28.6922,0
txn_7142,user_449,6.12,2026-04-18 18:19:08.784484 UTC,device_1536,9.171.24.40,CA,Vancouver,Region_CA_1,46.076,38.5757,0
txn_7969,user_449,27.89,2026-04-25 21:31:09.084765 UTC,device_2482,130.226.6.163,CA,Montreal,Region_CA_1,-48.9283,163.633,0
txn_8218,user_449,13.66,2026-04-08 11:53:09.162914 UTC,device_2521,128.72.245.77,CA,Toronto,Region_CA_1,-89.7519,-88.8868,0
txn_8973,user_449,29.3,2026-04-29 08:23:09.406438 UTC,device_932,172.184.55.37,CA,Montreal,Region_CA_1,-63.1644,53.8198,0
txn_5291,user_459,35.35,2026-04-11 06:58:08.188810 UTC,device_813,245.81.103.51,CA,Montreal,Region_CA_1,-42.7347,22.5496,0
txn_6805,user_459,13.98,2026-04-01 11:23:08.673359 UTC,device_44,6.244.243.50,CA,Montreal,Region_CA_1,62.0022,-1.0031,0
txn_6909,user_459,33.12,2026-04-19 16:10:08.711202 UTC,device_921,206.221.168.89,CA,Vancouver,Region_CA_1,79.6925,-159.6555,0
txn_3076,user_468,101.66,2026-04-28 10:19:07.293722 UTC,device_1554,44.192.223.241,CA,Vancouver,Region_CA_1,30.9691,-59.4593,0
txn_7517,user_468,4.14,2026-04-09 03:28:08.901867 UTC,device_2265,203.17.107.108,CA,Vancouver,Region_CA_1,-81.6575,72.6452,0
txn_397,user_481,85.36,2026-04-05 05:29:06.009548 UTC,device_1407,237.11.100.195,CA,Toronto,Region_CA_1,39.2162,126.9041,0
txn_5857,user_481,139.03,2026-04-18 00:49:08.369967 UTC,device_448,83.89.213.182,CA,Toronto,Region_CA_1,-3.0335,-173.5539,1
txn_6460,user_481,53.78,2026-04-25 03:13:08.563206 UTC,device_2971,178.181.22.39,CA,Montreal,Region_CA_1,20.281,37.3427,0
txn_1205,user_483,16.49,2026-04-18 02:28:06.396112 UTC,device_2680,19.165.141.151,CA,Montreal,Region_CA_1,78.2002,30.8779,0
txn_1822,user_483,62.78,2026-04-06 23:50:06.663199 UTC,device_2254,110.109.12.129,CA,Vancouver,Region_CA_1,-70.837,76.2717,1
txn_3783,user_483,58.49,2026-04-15 15:58:07.656071 UTC,device_1348,150.90.58.2,CA,Toronto,Region_CA_1,-73.6396,-97.45,0
txn_4890,user_483,21.09,2026-04-12 13:14:08.047372 UTC,device_1724,241.38.10.237,CA,Toronto,Region_CA_1,12.1908,-90.4054,0
txn_9976,user_483,134,2026-04-03 23:23:09.728839 UTC,device_2912,87.190.62.181,CA,Toronto,Region_CA_1,4.1197,30.6184,1
txn_3527,user_485,41.11,2026-04-08 10:51:07.527259 UTC,device_745,26.137.93.44,CA,Vancouver,Region_CA_1,-50.7011,114.5624,0
txn_6090,user_485,10.23,2026-04-11 01:19:08.445442 UTC,device_1682,58.52.42.216,CA,Montreal,Region_CA_1,-27.1017,97.5262,0
txn_7049,user_485,34.21,2026-04-13 05:11:08.753385 UTC,device_2896,95.218.197.199,CA,Vancouver,Region_CA_1,-80.6538,-106.7401,0
txn_7905,user_485,217.19,2026-04-30 15:19:09.055470 UTC,device_1619,117.199.72.123,CA,Montreal,Region_CA_1,31.337,148.769,0
txn_3368,user_49,86.28,2026-04-17 12:45:07.447795 UTC,device_1521,116.28.114.159,CA,Vancouver,Region_CA_1,-53.8252,3.8534,0
txn_4850,user_49,35.24,2026-04-21 13:37:08.030347 UTC,device_1998,99.206.150.172,CA,Montreal,Region_CA_1,78.2477,61.1389,0
txn_6681,user_49,25.23,2026-04-07 16:14:08.635672 UTC,device_496,168.204.53.129,CA,Vancouver,Region_CA_1,37.6974,-143.3716,0
txn_6770,user_49,7.17,2026-04-03 02:56:08.662752 UTC,device_1206,41.147.129.197,CA,Toronto,Region_CA_1,-7.5172,74.1009,0
txn_7476,user_49,129.78,2026-04-01 02:31:08.889463 UTC,device_2299,19.97.27.1,CA,Vancouver,Region_CA_1,44.9451,114.1475,0
txn_8368,user_49,92.61,2026-04-01 22:52:09.208612 UTC,device_320,26.180.42.23,CA,Toronto,Region_CA_1,-50.4399,70.9451,1
txn_9091,user_49,198.53,2026-04-24 11:40:09.442557 UTC,device_1368,31.241.183.30,CA,Vancouver,Region_CA_1,23.4077,158.7824,0
txn_3270,user_506,59.36,2026-04-14 07:23:07.393693 UTC,device_1306,125.228.248.131,CA,Vancouver,Region_CA_1,70.1239,103.5217,0
txn_6052,user_506,6.74,2026-04-02 13:53:08.433906 UTC,device_2560,97.41.131.189,CA,Vancouver,Region_CA_1,-22.215,126.2139,0
txn_6372,user_506,0.94,2026-04-04 10:55:08.533783 UTC,device_2150,191.198.37.209,CA,Montreal,Region_CA_1,-10.9744,-63.6473,0
txn_250,user_510,61.11,2026-04-15 09:29:05.941463 UTC,device_823,8.218.26.170,CA,Montreal,Region_CA_1,-84.592,1.321,0
txn_813,user_518,2.19,2026-04-08 13:49:06.197734 UTC,device_1610,107.47.137.194,CA,Montreal,Region_CA_1,41.5328,56.6407,0
