transaction_id,user_id,amount,timestamp,device_id,ip_address,is_fraud,hour,day_of_week,avg_amount,max_amount,total_transactions,distinct_devices,distinct_ips,risk_score,decision
txn_944,user_284,41.95,2026-04-06 21:34:35.548926,device_373,7.45.152.173,0,21,0,34.40375,102.01,8,8,8,0.02,approve
txn_945,user_706,292.28,2026-03-30 12:13:35.549337,device_302,68.33.151.120,1,12,0,107.228,292.28,10,10,10,0.77,block
txn_946,user_995,8.88,2026-04-26 09:34:35.549728,device_849,32.72.216.122,0,9,6,54.443636363636365,148.84,11,11,11,0.07,approve
txn_947,user_553,23.51,2026-03-31 18:07:35.550156,device_1013,21.31.209.52,0,18,1,46.38666666666666,100.38,6,6,6,0.02,approve
txn_948,user_428,210.52,2026-04-25 22:00:35.550568,device_2883,91.100.151.190,0,22,5,81.68199999999999,241.53,10,10,10,0.08,approve
txn_949,user_368,19.72,2026-04-28 03:27:35.550969,device_2643,179.126.14.250,0,3,1,21.6875,71.61,8,8,8,0.03,approve
txn_950,user_695,122.04,2026-03-31 06:26:35.551402,device_1961,96.236.137.168,0,6,1,125.77500000000002,338.98,6,6,6,0.09,approve
txn_951,user_442,57.72,2026-04-20 17:03:35.551777,device_2020,249.154.15.123,0,17,0,72.8509090909091,205.55,11,11,11,0.04,approve
txn_952,user_792,68.38,2026-04-14 19:19:35.552206,device_912,179.70.93.87,1,19,1,81.41250000000001,365.35,12,12,12,0.66,review
txn_953,user_673,14.03,2026-03-29 17:21:35.552636,device_2052,167.151.160.232,0,17,6,65.712,177.06,10,10,10,0.01,approve
txn_954,user_160,42.55,2026-03-29 00:56:35.553076,device_1814,190.137.129.254,0,0,6,43.43272727272727,111.41,11,11,11,0.0,approve
txn_955,user_711,137.32,2026-04-10 04:26:35.553518,device_2555,179.153.98.163,1,4,4,66.58999999999999,139.15,8,8,8,0.27,approve
txn_956,user_228,64.99,2026-04-09 14:11:35.553937,device_1773,109.59.233.173,0,14,3,45.58,92.37,11,11,11,0.13,approve
txn_957,user_256,91.83,2026-03-30 15:50:35.554409,device_167,144.132.162.70,0,15,0,55.563,167.31,10,10,10,0.05,approve
txn_958,user_631,149.7,2026-03-30 06:14:35.554806,device_2496,150.251.161.23,0,6,0,36.985,149.7,8,8,8,0.06,approve
txn_959,user_936,47.28,2026-04-18 18:59:35.555232,device_1903,107.197.45.245,0,18,5,58.70444444444445,107.13,9,9,9,0.04,approve
txn_960,user_701,14.1,2026-04-21 01:46:35.555612,device_2877,167.151.122.227,0,1,1,32.708888888888886,99.51,9,9,9,0.0,approve
txn_961,user_187,44.97,2026-04-11 16:58:35.555977,device_427,233.109.54.221,0,16,5,54.58625,136.35,8,8,8,0.02,approve
txn_962,user_724,90.78,2026-04-25 14:55:35.556388,device_1655,117.247.83.149,0,14,5,62.248666666666665,197.68,15,15,15,0.0,approve
txn_963,user_874,32.05,2026-04-27 15:17:35.556760,device_2517,154.88.187.162,0,15,0,37.693333333333335,113.89,9,9,9,0.03,approve
txn_964,user_805,14.49,2026-04-22 08:26:35.557160,device_102,57.56.120.252,0,8,2,38.83142857142857,176.38,14,14,14,0.03,approve
txn_965,user_39,5.04,2026-04-24 05:28:35.557563,device_1928,194.60.170.29,0,5,4,48.21454545454546,187.55,11,11,11,0.02,approve
txn_966,user_774,57.78,2026-04-16 00:40:35.557948,device_306,123.28.202.84,0,0,3,52.99571428571429,110.95,14,14,14,0.12,approve
txn_967,user_26,20.73,2026-04-02 18:30:35.558388,device_1165,198.142.250.206,0,18,3,27.412222222222223,54.46,9,9,9,0.03,approve
txn_968,user_282,3.86,2026-04-07 16:54:35.558807,device_86,105.15.5.90,0,16,1,83.385,403.57,8,8,8,0.02,approve
txn_969,user_254,50.57,2026-04-09 10:54:35.559474,device_229,5.91.23.89,0,10,3,53.13,138.12,8,8,8,0.02,approve
txn_970,user_836,167.52,2026-04-01 20:53:35.559948,device_2107,224.223.196.229,0,20,2,53.803125,175.3,16,16,16,0.05,approve
txn_971,user_200,3.21,2026-04-14 06:06:35.560417,device_101,96.154.161.230,0,6,1,64.40307692307692,331.53,13,13,13,0.0,approve
txn_972,user_251,59.45,2026-04-22 00:59:35.560803,device_2753,229.160.70.58,1,0,2,37.103846153846156,80.44,13,13,13,0.67,review
txn_973,user_700,64.84,2026-04-11 08:35:35.561258,device_1269,157.21.51.11,0,8,5,53.88,256.15,15,15,15,0.07,approve
txn_974,user_433,122.34,2026-04-19 12:48:35.561645,device_399,162.236.59.192,0,12,6,53.50625,122.34,8,8,8,0.01,approve
txn_975,user_515,37.2,2026-04-20 07:16:35.562030,device_407,217.58.207.230,0,7,0,58.24941176470588,273.81,17,17,17,0.0,approve
txn_976,user_831,2.48,2026-04-25 06:00:35.562457,device_2496,236.234.53.247,0,6,5,67.915,282.06,8,8,8,0.02,approve
txn_977,user_454,97.28,2026-04-02 07:40:35.562826,device_724,143.215.178.143,0,7,3,49.05,110.14,9,9,9,0.04,approve
txn_978,user_815,17.64,2026-04-01 18:44:35.563255,device_1131,48.240.225.12,0,18,2,44.32727272727273,110.05,11,11,11,0.02,approve
txn_979,user_44,131.49,2026-04-03 17:20:35.563637,device_498,43.22.94.165,0,17,4,49.674285714285716,131.49,14,14,14,0.05,approve
txn_980,user_70,19.0,2026-04-22 08:06:35.564009,device_1662,240.103.127.169,0,8,2,20.80333333333333,24.35,3,3,3,0.0,approve
txn_981,user_418,28.47,2026-04-02 09:23:35.564477,device_1859,196.46.160.229,0,9,3,68.68,322.55,8,8,8,0.01,approve
txn_982,user_713,34.72,2026-04-13 07:28:35.564884,device_337,59.28.33.124,0,7,0,57.2075,105.34,8,8,8,0.01,approve
txn_983,user_230,8.75,2026-03-29 07:20:35.565554,device_2907,104.173.130.179,0,7,6,37.579166666666666,166.63,12,12,12,0.02,approve
txn_984,user_991,15.34,2026-04-16 18:09:35.566002,device_2519,165.56.116.21,0,18,3,43.012,168.57,10,10,10,0.02,approve
txn_985,user_884,4.32,2026-04-01 15:50:35.566470,device_965,16.172.142.223,0,15,2,30.89909090909091,77.87,11,11,11,0.0,approve
txn_986,user_984,26.41,2026-04-24 10:43:35.566870,device_2329,86.143.144.4,0,10,4,55.860625,150.48,16,16,16,0.01,approve
txn_987,user_6,84.34,2026-04-12 04:38:35.567355,device_1530,86.111.177.21,0,4,6,54.235,108.39,8,8,8,0.16,approve
txn_988,user_51,4.53,2026-03-31 09:39:35.567740,device_84,118.236.55.91,0,9,1,91.60625,357.35,8,8,8,0.03,approve
txn_989,user_606,10.55,2026-04-01 05:26:35.568162,device_2033,213.233.65.97,0,5,2,17.534545454545455,53.21,11,11,11,0.02,approve
txn_990,user_159,154.94,2026-04-13 13:02:35.568572,device_140,5.240.36.170,1,13,0,46.81307692307692,154.94,13,13,13,0.65,review
txn_991,user_289,160.51,2026-04-28 09:24:35.569011,device_1182,78.78.59.87,0,9,1,38.81111111111111,160.51,9,9,9,0.1,approve
txn_992,user_320,117.16,2026-04-28 17:55:35.569451,device_2632,6.116.95.10,1,17,1,40.690909090909095,117.16,11,11,11,0.04,approve
txn_993,user_254,18.89,2026-04-12 01:24:35.569915,device_1770,150.139.137.88,0,1,6,53.13,138.12,8,8,8,0.02,approve
txn_994,user_46,58.29,2026-04-11 18:24:35.570370,device_2483,23.239.141.137,0,18,5,67.39,217.7,9,9,9,0.02,approve
txn_995,user_587,31.52,2026-04-18 18:50:35.570757,device_1490,172.187.141.92,0,18,5,91.145,264.43,8,8,8,0.04,approve
txn_996,user_181,27.26,2026-04-15 22:34:35.571274,device_1642,29.133.125.7,0,22,2,32.76142857142857,100.27,14,14,14,0.02,approve
txn_997,user_413,16.5,2026-04-23 11:51:35.571659,device_227,190.223.149.57,0,11,3,40.64875,154.34,8,8,8,0.05,approve
txn_998,user_192,68.92,2026-04-14 12:14:35.572086,device_203,185.31.201.20,0,12,1,49.30444444444444,103.1,9,9,9,0.06,approve
txn_999,user_825,61.73,2026-04-05 08:20:35.572498,device_699,73.72.85.174,0,8,6,41.620625,119.75,16,16,16,0.02,approve
txn_1000,user_45,16.26,2026-03-31 16:51:35.572876,device_2218,10.60.162.116,0,16,1,39.42545454545455,127.98,11,10,11,0.03,approve
txn_1001,user_522,110.75,2026-04-21 15:46:35.573312,device_1154,13.236.61.106,0,15,1,63.395714285714284,110.75,7,7,7,0.08,approve
txn_1002,user_8,11.6,2026-04-15 17:25:35.573695,device_910,70.222.182.151,1,17,2,114.059,504.66,10,10,10,0.63,review
txn_1003,user_456,247.48,2026-04-25 03:17:35.574211,device_1226,22.185.63.5,1,3,5,74.52727272727272,247.48,11,11,11,0.69,review
txn_1004,user_34,72.92,2026-04-13 16:08:35.574677,device_1097,41.36.221.150,0,16,0,45.92666666666667,184.83,9,9,9,0.04,approve
txn_1005,user_317,3.36,2026-04-21 13:50:35.575222,device_259,115.126.8.40,0,13,1,49.403000000000006,105.99,10,10,10,0.07,approve
txn_1006,user_235,26.19,2026-04-22 03:14:35.575624,device_2287,111.119.173.199,0,3,2,39.11222222222222,120.4,9,9,9,0.0,approve
txn_1007,user_205,59.43,2026-04-20 19:32:35.576003,device_240,187.101.131.207,0,19,0,53.683846153846154,139.45,13,13,13,0.06,approve
txn_1008,user_270,274.78,2026-04-13 11:24:35.576399,device_2890,19.45.84.177,0,11,0,98.24181818181819,279.94,11,11,11,0.22,approve
txn_1009,user_999,98.54,2026-04-12 02:19:35.576766,device_2039,2.254.188.145,0,2,6,43.24666666666667,98.54,6,6,6,0.14,approve
txn_1010,user_966,172.05,2026-04-28 16:17:35.577184,device_1291,242.204.154.16,0,16,1,66.7875,172.05,8,8,8,0.11,approve
txn_1011,user_278,21.51,2026-04-12 01:13:35.577634,device_2302,25.115.66.114,0,1,6,59.84571428571428,195.04,14,14,14,0.03,approve
txn_1012,user_726,36.74,2026-04-07 11:22:35.578119,device_1596,37.95.109.248,0,11,1,33.43111111111111,79.38,9,9,9,0.0,approve
txn_1013,user_98,108.18,2026-04-28 07:33:35.578537,device_2516,64.15.182.103,0,7,1,35.371428571428574,108.18,14,14,14,0.19,approve
txn_1014,user_367,4.29,2026-04-18 22:26:35.578929,device_422,57.6.244.41,0,22,5,25.662222222222223,51.02,9,9,9,0.03,approve
txn_1015,user_322,32.9,2026-04-25 19:05:35.579331,device_2495,105.114.159.143,0,19,5,38.942,119.18,10,10,10,0.0,approve
txn_1016,user_753,20.71,2026-04-26 22:38:35.579700,device_2773,48.141.75.234,0,22,6,44.34461538461539,228.98,13,13,13,0.0,approve
txn_1017,user_838,15.08,2026-04-14 13:08:35.580094,device_2865,169.150.88.247,0,13,1,37.29714285714285,129.38,14,14,14,0.0,approve
txn_1018,user_15,95.7,2026-04-06 16:05:35.580543,device_1706,236.18.233.111,0,16,0,71.968,239.71,15,15,15,0.31,approve
txn_1019,user_488,11.31,2026-04-22 15:19:35.580991,device_1620,244.151.177.27,0,15,2,25.68777777777778,61.96,9,9,9,0.05,approve
txn_1020,user_449,6.23,2026-04-07 08:38:35.581496,device_2935,214.227.135.241,0,8,1,57.26875,249.42,8,8,8,0.01,approve
txn_1021,user_290,142.63,2026-03-29 18:32:35.581955,device_49,243.1.159.52,0,18,6,65.96733333333333,522.76,15,15,15,0.17,approve
txn_1022,user_650,90.69,2026-04-07 11:04:35.582402,device_1615,42.81.127.133,0,11,1,71.28888888888889,180.82,9,9,9,0.04,approve
txn_1023,user_298,116.66,2026-04-06 15:28:35.582783,device_715,124.44.251.99,0,15,0,51.13875,160.68,16,16,16,0.32,approve
txn_1024,user_95,177.82,2026-04-14 14:44:35.583203,device_2726,30.13.63.124,1,14,1,82.53615384615385,329.54,13,13,13,0.7,review
txn_1025,user_873,70.77,2026-04-04 01:24:35.583593,device_2978,30.2.152.23,0,1,5,38.612,74.57,10,10,10,0.04,approve
txn_1026,user_969,15.53,2026-03-31 06:10:35.583982,device_2421,157.56.111.145,0,6,1,62.82111111111111,171.4,9,9,9,0.06,approve
txn_1027,user_271,166.74,2026-04-12 09:21:35.584400,device_333,60.41.143.226,0,9,6,93.705,197.21,12,12,12,0.02,approve
txn_1028,user_288,53.43,2026-04-21 22:49:35.584770,device_1212,50.146.13.230,0,22,1,37.52764705882353,126.6,17,17,17,0.02,approve
txn_1029,user_736,77.23,2026-04-22 02:45:35.585170,device_860,44.8.227.188,0,2,2,44.278333333333336,77.23,6,6,6,0.06,approve
txn_1030,user_799,40.08,2026-03-31 07:23:35.585547,device_903,111.76.179.160,0,7,1,36.29,86.38,8,8,8,0.01,approve
txn_1031,user_162,136.21,2026-03-30 18:46:35.585930,device_838,195.96.86.188,0,18,0,64.06307692307692,209.73,13,13,13,0.07,approve
txn_1032,user_247,40.4,2026-04-04 13:26:35.586358,device_293,73.180.198.177,0,13,5,39.96153846153846,156.2,13,13,13,0.07,approve
txn_1033,user_375,13.04,2026-04-05 00:11:35.586822,device_1704,60.24.158.35,0,0,6,58.61666666666667,201.27,12,12,12,0.03,approve
txn_1034,user_293,59.77,2026-04-26 00:10:35.587320,device_1508,127.18.235.246,0,0,6,62.4,188.57,7,7,7,0.04,approve
txn_1035,user_389,66.69,2026-04-25 05:48:35.587783,device_1273,161.13.103.56,0,5,5,50.26727272727273,107.93,11,10,11,0.02,approve
txn_1036,user_287,19.59,2026-03-29 06:26:35.588267,device_2516,217.111.99.155,0,6,6,49.652,114.0,10,10,10,0.08,approve
txn_1037,user_821,42.82,2026-04-16 16:20:35.588663,device_2935,222.138.51.85,0,16,3,52.34,183.95,9,9,9,0.03,approve
txn_1038,user_781,1.31,2026-04-05 02:41:35.589063,device_1264,241.224.21.208,0,2,6,48.941538461538464,193.03,13,13,13,0.05,approve
txn_1039,user_530,14.95,2026-04-16 01:12:35.589537,device_434,94.112.16.212,0,1,3,64.68375,312.7,16,16,16,0.01,approve
txn_1040,user_271,102.52,2026-04-13 18:35:35.589948,device_1496,170.111.93.180,0,18,0,93.705,197.21,12,12,12,0.3,approve
txn_1041,user_878,7.17,2026-04-03 23:22:35.590356,device_280,32.40.80.195,0,23,4,42.965833333333336,141.02,12,12,12,0.01,approve
txn_1042,user_358,68.75,2026-03-31 13:59:35.590741,device_1442,223.225.240.96,0,13,1,71.17461538461538,170.0,13,13,13,0.02,approve
txn_1043,user_329,2.09,2026-04-26 11:35:35.591145,device_1443,148.8.132.215,0,11,6,41.974999999999994,109.74,8,8,8,0.05,approve
txn_1044,user_430,12.8,2026-04-20 12:22:35.591528,device_1398,155.231.207.47,0,12,0,46.284444444444446,131.12,9,9,9,0.02,approve
txn_1045,user_307,90.32,2026-04-12 21:26:35.591915,device_1176,180.210.46.142,0,21,6,38.10846153846153,90.32,13,13,13,0.08,approve
txn_1046,user_369,26.89,2026-04-21 21:50:35.592348,device_1403,183.233.187.16,0,21,1,55.443333333333335,272.48,12,12,12,0.02,approve
txn_1047,user_625,42.29,2026-04-14 03:45:35.592790,device_377,141.143.24.173,0,3,1,64.98666666666666,374.62,9,9,9,0.0,approve
txn_1048,user_847,71.27,2026-04-16 13:07:35.593447,device_990,232.178.171.93,0,13,3,44.79454545454546,145.97,11,11,11,0.01,approve
txn_1049,user_99,18.9,2026-03-31 15:43:35.593857,device_1746,42.167.67.68,0,15,1,46.07272727272727,164.46,11,11,11,0.02,approve
txn_1050,user_49,16.66,2026-04-22 21:04:35.594276,device_2320,141.249.72.77,0,21,2,25.137272727272727,102.07,11,11,11,0.02,approve
txn_1051,user_73,24.2,2026-03-30 15:13:35.594655,device_1386,199.198.131.229,0,15,0,39.46384615384615,111.06,13,13,13,0.02,approve
txn_1052,user_764,0.24,2026-04-26 17:46:35.595146,device_2684,75.5.70.236,0,17,6,73.09875,225.57,8,8,8,0.08,approve
txn_1053,user_972,7.33,2026-04-02 20:08:35.595539,device_990,221.186.226.65,0,20,3,42.39555555555555,173.3,9,9,9,0.0,approve
txn_1054,user_95,329.54,2026-04-10 19:13:35.595919,device_334,182.156.76.111,0,19,4,82.53615384615385,329.54,13,13,13,0.27,approve
txn_1055,user_917,29.05,2026-04-18 11:03:35.596320,device_1488,184.95.152.245,0,11,5,31.685555555555556,110.59,9,9,9,0.0,approve
txn_1056,user_214,39.15,2026-04-12 07:05:35.596691,device_558,96.198.86.210,1,7,6,53.794999999999995,124.44,6,6,6,0.67,review
txn_1057,user_978,4.58,2026-04-08 13:10:35.597101,device_542,103.10.92.122,0,13,2,60.86,325.89,13,13,13,0.0,approve
txn_1058,user_462,53.74,2026-04-17 02:20:35.597558,device_2362,55.75.34.245,1,2,4,76.833,296.37,10,10,10,0.66,review
txn_1059,user_756,213.89,2026-04-07 20:28:35.598217,device_2834,134.180.73.196,1,20,1,87.38285714285713,363.67,14,14,14,0.95,block
txn_1060,user_561,34.11,2026-04-07 15:17:35.598742,device_1915,188.201.251.97,0,15,1,42.49727272727272,156.98,11,11,11,0.0,approve
txn_1061,user_858,5.71,2026-04-14 03:44:35.599258,device_1676,161.174.59.21,0,3,1,54.347142857142856,77.19,7,7,7,0.02,approve
txn_1062,user_992,138.38,2026-04-07 14:38:35.599670,device_1276,7.226.162.44,0,14,1,66.158,257.69,15,15,15,0.08,approve
txn_1063,user_269,32.3,2026-04-27 21:28:35.600178,device_1310,6.92.159.20,0,21,0,55.68181818181818,139.21,11,11,11,0.09,approve
txn_1064,user_102,22.05,2026-04-23 20:10:35.600581,device_430,122.194.153.203,0,20,3,38.717777777777776,106.06,9,9,9,0.02,approve
txn_1065,user_315,18.08,2026-04-06 13:28:35.601010,device_299,84.173.229.58,0,13,0,47.57571428571429,154.33,14,14,14,0.0,approve
txn_1066,user_72,53.05,2026-04-25 02:01:35.601444,device_2181,130.244.6.214,0,2,5,51.5525,189.19,8,8,8,0.06,approve
txn_1067,user_992,80.25,2026-04-14 20:50:35.601823,device_2225,157.140.32.205,0,20,1,66.158,257.69,15,15,15,0.04,approve
txn_1068,user_825,119.75,2026-04-22 11:23:35.602241,device_1257,196.173.244.118,1,11,2,41.620625,119.75,16,16,16,0.66,review
txn_1069,user_192,32.96,2026-04-15 02:04:35.602635,device_1639,213.136.45.236,0,2,2,49.30444444444444,103.1,9,9,9,0.01,approve
txn_1070,user_402,1.45,2026-04-08 06:17:35.603020,device_2589,184.209.154.231,0,6,2,102.979,340.46,10,10,10,0.03,approve
txn_1071,user_902,43.31,2026-04-13 22:55:35.603473,device_2361,239.103.3.85,1,22,0,75.447,265.41,10,10,10,0.66,review
txn_1072,user_361,1.14,2026-04-13 06:04:35.604031,device_786,216.213.197.52,0,6,0,53.77571428571429,209.98,14,14,14,0.02,approve
txn_1073,user_432,14.69,2026-04-13 03:27:35.604483,device_2975,151.211.43.195,0,3,0,77.325,182.73,6,6,6,0.0,approve
txn_1074,user_623,3.97,2026-03-28 23:20:35.604875,device_501,193.10.198.76,0,23,5,29.613076923076925,87.09,13,13,13,0.0,approve
txn_1075,user_950,5.23,2026-04-20 01:10:35.605280,device_2810,113.126.241.57,0,1,0,33.163,92.69,10,10,10,0.13,approve
txn_1076,user_108,119.68,2026-04-15 01:47:35.605653,device_2265,242.197.22.131,0,1,2,59.362500000000004,119.68,12,12,12,0.03,approve
txn_1077,user_593,16.72,2026-04-01 12:23:35.606069,device_1928,131.182.42.40,0,12,2,44.75181818181818,161.48,11,11,11,0.02,approve
txn_1078,user_758,44.08,2026-04-23 07:52:35.606519,device_159,151.57.54.54,0,7,3,66.49857142857142,198.08,14,13,14,0.03,approve
txn_1079,user_958,2.54,2026-04-16 03:36:35.606987,device_2321,184.127.123.188,0,3,3,71.88181818181819,472.09,11,11,11,0.05,approve
txn_1080,user_951,54.42,2026-04-23 06:25:35.607876,device_2054,212.227.47.28,0,6,3,74.59400000000001,183.78,10,10,10,0.06,approve
txn_1081,user_227,3.88,2026-04-07 18:50:35.608477,device_1144,63.230.140.205,0,18,1,33.75416666666667,102.88,12,12,12,0.02,approve
txn_1082,user_800,68.13,2026-04-04 21:50:35.609019,device_2282,51.149.221.24,0,21,5,108.31181818181818,523.97,11,11,11,0.14,approve
txn_1083,user_890,90.27,2026-04-23 19:23:35.609510,device_1198,138.244.147.93,1,19,3,64.00642857142857,169.61,14,14,14,0.04,approve
txn_1084,user_410,50.14,2026-04-22 14:23:35.610054,device_1937,84.89.123.96,0,14,2,71.76210526315789,150.75,19,19,19,0.01,approve
txn_1085,user_921,15.82,2026-03-30 06:44:35.610521,device_1531,162.60.232.241,0,6,0,59.917692307692306,145.34,13,13,13,0.0,approve
txn_1086,user_744,35.46,2026-04-12 20:13:35.611095,device_1900,8.118.29.52,0,20,6,53.780833333333334,114.14,12,12,12,0.07,approve
txn_1087,user_705,27.26,2026-04-19 23:06:35.611549,device_1403,240.60.27.89,0,23,6,36.815,101.61,14,14,14,0.03,approve
txn_1088,user_5,21.33,2026-04-26 12:15:35.611984,device_2802,97.205.173.78,0,12,6,32.854,99.59,10,10,10,0.0,approve
txn_1089,user_320,3.35,2026-04-12 06:53:35.612427,device_2826,18.224.43.82,0,6,6,40.690909090909095,117.16,11,11,11,0.05,approve
txn_1090,user_168,2.56,2026-03-30 09:50:35.612826,device_818,243.147.31.25,0,9,0,88.3288888888889,313.03,9,9,9,0.02,approve
txn_1091,user_259,58.65,2026-04-27 21:43:35.613339,device_540,252.237.37.21,0,21,0,70.52999999999999,352.59,11,11,11,0.03,approve
txn_1092,user_596,28.03,2026-04-03 06:15:35.613746,device_2082,170.75.118.229,1,6,4,34.7725,98.12,8,8,8,0.67,review
txn_1093,user_500,17.6,2026-03-30 20:18:35.614184,device_830,103.156.39.168,0,20,0,54.88857142857143,140.3,7,7,7,0.0,approve
txn_1094,user_506,39.07,2026-04-15 08:28:35.614653,device_795,85.135.21.52,0,8,2,37.365,101.88,12,12,12,0.0,approve
txn_1095,user_542,5.34,2026-04-14 05:21:35.615087,device_1540,67.122.167.201,0,5,1,62.24230769230769,389.84,13,13,13,0.0,approve
txn_1096,user_60,8.26,2026-04-25 13:57:35.615511,device_1708,120.81.242.150,0,13,5,49.512,150.06,10,10,10,0.02,approve
txn_1097,user_386,6.25,2026-04-28 07:22:35.615914,device_1705,126.47.2.222,0,7,1,41.99111111111111,98.57,9,9,9,0.05,approve
txn_1098,user_167,13.25,2026-04-18 12:09:35.616320,device_614,44.204.195.140,0,12,5,76.28,254.44,10,10,10,0.01,approve
txn_1099,user_131,234.79,2026-04-11 07:48:35.616694,device_2078,253.108.78.145,1,7,5,69.24071428571429,234.79,14,14,14,0.15,approve
txn_1100,user_310,60.26,2026-04-21 23:41:35.617124,device_1639,93.173.159.167,0,23,1,151.682,1038.81,15,15,15,0.03,approve
txn_1101,user_768,17.58,2026-04-12 20:42:35.617638,device_498,196.184.210.12,0,20,6,63.198,351.04,15,15,15,0.04,approve
txn_1102,user_786,17.74,2026-04-17 02:11:35.618069,device_1399,133.38.201.167,0,2,4,79.238,244.48,10,10,10,0.06,approve
txn_1103,user_42,121.06,2026-04-22 08:37:35.618618,device_476,229.96.150.162,1,8,2,72.62545454545455,233.77,11,11,11,0.62,review
txn_1104,user_204,61.23,2026-04-11 05:48:35.619245,device_364,248.83.110.107,0,5,5,50.727,121.83,10,10,10,0.04,approve
txn_1105,user_651,34.01,2026-04-06 23:36:35.619749,device_2149,236.41.209.115,0,23,0,73.221,302.74,10,10,10,0.04,approve
txn_1106,user_245,19.86,2026-04-07 01:08:35.620208,device_1399,164.226.160.60,0,1,1,60.64909090909091,179.38,11,11,11,0.01,approve
txn_1107,user_189,16.38,2026-04-22 09:45:35.620593,device_2978,236.66.220.96,0,9,2,34.545,68.73,10,9,10,0.01,approve
txn_1108,user_89,14.23,2026-04-08 05:58:35.620976,device_292,60.246.150.155,0,5,2,75.70666666666666,569.27,15,15,15,0.0,approve
txn_1109,user_440,70.45,2026-04-26 21:14:35.621454,device_1039,110.95.13.61,0,21,6,44.025999999999996,70.45,10,10,10,0.03,approve
txn_1110,user_891,51.18,2026-04-03 09:30:35.621903,device_2340,85.103.247.1,0,9,4,33.269090909090906,117.96,11,11,11,0.06,approve
txn_1111,user_261,2.64,2026-04-01 06:25:35.622487,device_2666,180.192.241.201,0,6,2,50.46,183.41,10,10,10,0.04,approve
txn_1112,user_591,339.76,2026-04-23 06:19:35.622908,device_1372,222.53.50.187,1,6,3,66.9325,339.76,16,16,16,0.69,review
txn_1113,user_20,31.44,2026-04-05 00:06:35.623356,device_2367,145.195.101.37,0,0,6,59.871538461538464,163.24,13,13,13,0.01,approve
txn_1114,user_791,109.81,2026-04-22 19:54:35.623772,device_2851,225.201.9.81,0,19,2,64.63583333333334,178.25,12,12,12,0.05,approve
txn_1115,user_503,91.13,2026-04-02 02:02:35.624286,device_2041,134.42.83.141,0,2,3,41.65,173.18,14,14,14,0.0,approve
txn_1116,user_571,52.95,2026-04-11 21:58:35.624797,device_2407,152.194.231.174,0,21,5,55.15833333333333,201.77,12,12,12,0.03,approve
txn_1117,user_398,121.18,2026-04-19 00:03:35.625322,device_2279,165.68.75.243,0,0,6,59.54916666666667,137.19,12,12,12,0.05,approve
txn_1118,user_216,0.05,2026-04-07 03:36:35.626353,device_579,184.123.105.241,0,3,1,49.939166666666665,150.42,12,12,12,0.03,approve
txn_1119,user_788,64.32,2026-04-03 12:53:35.626826,device_1496,7.122.137.188,0,12,4,44.65428571428571,128.63,14,14,14,0.03,approve
txn_1120,user_454,49.92,2026-04-25 21:17:35.627290,device_359,20.68.102.197,0,21,5,49.05,110.14,9,9,9,0.0,approve
txn_1121,user_955,63.91,2026-04-12 00:47:35.627683,device_2532,96.4.78.87,0,0,6,48.76,148.65,14,14,14,0.04,approve
txn_1122,user_919,7.44,2026-03-31 00:22:35.628097,device_2691,5.221.3.149,0,0,1,51.195,111.43,14,14,14,0.07,approve
txn_1123,user_782,63.94,2026-04-14 19:52:35.628504,device_1524,223.243.3.58,0,19,1,90.70454545454545,245.72,11,11,11,0.07,approve
txn_1124,user_646,36.34,2026-04-09 18:48:35.628883,device_1949,75.170.134.86,0,18,3,54.29222222222222,188.07,9,9,9,0.11,approve
txn_1125,user_995,6.85,2026-04-09 22:10:35.629323,device_8,168.17.52.245,0,22,3,54.443636363636365,148.84,11,11,11,0.0,approve
txn_1126,user_155,28.53,2026-04-14 22:53:35.629709,device_2436,57.91.244.9,0,22,1,53.25818181818182,196.69,11,11,11,0.0,approve
txn_1127,user_695,38.75,2026-04-24 18:16:35.630185,device_1895,161.152.30.105,0,18,4,125.77500000000002,338.98,6,6,6,0.02,approve
txn_1128,user_947,18.9,2026-04-10 09:31:35.630681,device_778,204.96.254.185,0,9,4,92.306,548.29,10,10,10,0.03,approve
txn_1129,user_386,6.68,2026-03-30 22:54:35.631206,device_600,243.23.46.13,0,22,0,41.99111111111111,98.57,9,9,9,0.0,approve
txn_1130,user_605,35.77,2026-04-20 05:36:35.631634,device_2086,150.103.87.32,0,5,0,36.481818181818184,78.62,11,11,11,0.01,approve
txn_1131,user_482,21.94,2026-04-03 16:31:35.632048,device_2566,210.90.131.180,0,16,4,37.173846153846156,92.75,13,13,13,0.0,approve
txn_1132,user_111,73.99,2026-04-14 06:58:35.632444,device_555,250.161.143.35,0,6,1,68.75571428571429,130.83,7,7,7,0.02,approve
txn_1133,user_83,38.9,2026-03-30 12:16:35.632819,device_1750,194.158.42.173,0,12,0,37.68076923076923,152.44,13,13,13,0.01,approve
txn_1134,user_478,121.11,2026-03-30 23:17:35.633262,device_1436,42.235.101.191,0,23,0,46.229166666666664,146.94,12,12,12,0.0,approve
txn_1135,user_393,129.73,2026-04-18 13:41:35.633840,device_1285,250.33.154.2,1,13,5,76.9175,216.89,12,12,12,0.6,review
txn_1136,user_434,13.69,2026-04-15 14:00:35.634315,device_2921,179.149.103.109,0,14,2,40.4675,127.15,8,8,8,0.0,approve
